id,english_text,human_bengali_reference
318,"If some good should befall you , it upsets them , but if some ill befalls you , they rejoice at it . Yet if you are patient and Godwary , their guile will not harm you in any way .","যদি শুভ কিছু তোমাদের জন ্ য ঘটে তবে সেটা তাদের দুঃখ দেয় , আর যদি মন ্ দ কিছু তোমাদের পাকড়াও তবে তাতে তারা হয় পরমানন ্ দিত । আর যদি তোমরা ধৈর ্ যশীল ও ধর ্ মপরায়ণ হও তবে তাদের ষড়যন ্ ত ্ র তোমাদের এতটুকু ক ্ ষতি করবে না । নিঃসন ্ দেহ তারা যা করছে তা আল ্ লাহ ্ ঘিরে রয়েছেন ।"
319,And when We made with you a covenant ( saying ) : Shed not the blood of your people nor turn ( a party of ) your people out of your dwellings . Then ye ratified ( Our covenant ) and ye were witnesses ( thereto ) .,"আর স ্ মরণ করো ! আমরা তোমাদের অঙ ্ গীকার গ ্ রহণ করেছিলাম -- “ তোমরা তোমাদের রক ্ তপাত করবে না আর তোমাদের লোকদের তোমাদের বাড়িঘর থেকে বের করে দেবে না । ” তখন তোমরা প ্ রতিজ ্ ঞা করেছিলে , আর তোমারা সাক ্ ষ ্ য দিয়েছিলে ।"
320,"Writing for Global Health, Alanna Shaikh reacts:",গ্লোবাল হেল্থ এ লেখার সময় এ্যালান্না শাইখ তার প্রতিক্রিয়া জানাচ্ছেন:
321,UPDATE: Saw this tweet earlier today about wheelchair conditions at Ward 5 of Jinnah Hospital.,তাজা সংবাদঃ জিন্নাহ হাসপাতালের হুইল পাঁচ নাম্বার ওয়ার্ডের চেয়ার সংক্রান্ত টুইট আজ সকালে দেখছি।
322,Prayers for his long life & health.,তাঁর দীর্ঘ জীবন ও স্বাস্থ্যের জন্য প্রার্থনা করি।
323,I analyzed your blood isolating the receptor compounds and the protein-based catalyst.,আপনার রক্ত টেস্ট করেছি... ..রিসেপ্টর কম্পাউন্ড আর প্রোটেইন ক্যাটালিস্টকে একত্র করে আমি...
324,Consequently CNN managed to organize fund raising and securing special treatment.,ঘটনাক্রমে সিএনএন অর্থ সংগ্রহের বিষয়টির আয়োজন এবং তার বিশেষ চিকিৎসার বিষয়টি নিশ্চিত করতে পরেছিল।
325,"These will be given their reward twice over , because they are patient , and repel evil with good , and spend ( in charity ) out of what We have provided them .","এদের দুইবার তাদের প ্ রতিদান দেওয়া হবে যেহেতু তারা অধ ্ যবসায় করেছিল , এবং তারা ভালো দিয়ে মন ্ দকে প ্ রতিরোধ করে , আর আমরা তাদের যে রিযেক দিয়েছি তা থেকে তারা খরচ করে থাকে ।"
326,"Through social media: The blogger Doctor Liza collects items for humanitarian assistance on behalf of the charitable fund ""Fair Aid"" (based in Moscow).",সামাজিক যোগাযোগ মাধ্যমের সাহায্যে: দাতব্য তহবিল “ফেয়ার এইড” এর পক্ষে মানবিক সহায়তা গ্রহণ করে ব্লগার ডক্টর লাইজা (মস্কো কেন্দ্রিক)।
327,"In fact, experts do not even know how the vaccine mechanism works.""",এমনকি বিশেষজ্ঞরা পুরোপুরি জানেন না যে এই টিকার প্রক্রিয়া কিভাবে কাজ করে।
328,The female doctor travelled to Syria through Dubai International Airport and the disease was not detected until a few days after her arrival.,"এই মহিলা ডাক্তার সিরিয়ায় পর্দাপণ করেন দুবাই আর্ন্তজাতিক বিমান বন্দর দিয়ে। সেখানে তার এই রোগ শানক্ত হয়নি, হয়েছিল কয়েকদিন পরে।"
